,DTSTART,DTEND,UID,CREATED,LAST-MODIFIED,LOCATION,SEQUENCE,STATUS,SUMMARY,TRANSP,YEAR_START,MONTH_START,DAY_START,CALDATE_START,TIME_START,YEAR_END,MONTH_END,DAY_END,CALDATE_END,TIME_END,TIME_DURATION
724,20190403T123000Z,20190403T150000Z,1du2a6utskfs8iedskipdqcagr@google.com,20190401T220412Z,20190401T220412Z,"The Plaza Business Center\, R. Gen. Joaquim Inácio\, 830 - Ilha do",0,CONFIRMED,Consultoria,OPAQUE,2019,04,03,2019-04-03,12:30,2019,04,03,2019-04-03,15:00,02:59:30
725,20190404T202000Z,20190404T220000Z,77d60gnccprmbq083j9l6flq9l@google.com,20190401T220524Z,20190401T220524Z,"Associação dos Empregados da Fundação Joaquim Nabuco\, R. Dois Irm",0,CONFIRMED,Reunião Projeto Canavieiras,OPAQUE,2019,04,04,2019-04-04,20:20,2019,04,04,2019-04-04,22:00,01:59:40
726,20190406T110000Z,20190406T143000Z,3udknhc8ue2tge2m8l3a0b3v5j@google.com,20190401T220626Z,20190401T220626Z,,0,CONFIRMED,Monitoria Cultura Inglesa,OPAQUE,2019,04,06,2019-04-06,11:00,2019,04,06,2019-04-06,14:30,03:00:30
727,20190402T110000Z,20190402T150000Z,4jtm7nlt3jgo0ciiuoiqmm92ds@google.com,20190401T164449Z,20190401T220644Z,"Visão Mundial\, R. do Fogo\, 22 - Santo Antônio\, Recife - PE\, 50",0,CONFIRMED,Consultoria Visão Mundial,OPAQUE,2019,04,02,2019-04-02,11:00,2019,04,02,2019-04-02,15:00,04:00:00
728,20190411T170000Z,20190411T200000Z,31b8t47b6a47k0fsf1phcect3l@google.com,20190401T220812Z,20190401T220812Z,"Cultura Inglesa\, Av. Visc. de Albuquerque\, 205 - Madalena\, Reci",0,CONFIRMED,Aula Cultura Inglesa,OPAQUE,2019,04,11,2019-04-11,17:00,2019,04,11,2019-04-11,20:00,03:00:00
729,20190425T170000Z,20190425T200000Z,765v91ibfpc16rqniedicq6392@google.com,20190401T220843Z,20190401T220843Z,"Cultura Inglesa\, Av. Visc. de Albuquerque\, 205 - Madalena\, Reci",0,CONFIRMED,Aula Cultura Inglesa,OPAQUE,2019,04,25,2019-04-25,17:00,2019,04,25,2019-04-25,20:00,03:00:00
730,20190409T160000Z,20190409T210000Z,6cqjiphi6ss3eb9j68s62b9kcosjab9o6pi66b9n70p3edb6clgjgcpo64@google.com,20190328T003512Z,20190401T221807Z,"Cultura Inglesa\, Av. Visc. de Albuquerque\, 205 - Madalena\, Reci",0,CONFIRMED,Monitoria CI,OPAQUE,2019,04,09,2019-04-09,16:00,2019,04,09,2019-04-09,21:00,05:00:00
731,20190417T160000Z,20190417T210000Z,4phbvvfu0c8n4tfa65ivktrgvm@google.com,20190401T221830Z,20190401T221830Z,"Cultura Inglesa\, Av. Visc. de Albuquerque\, 205 - Madalena\, Reci",0,CONFIRMED,Monitoria CI,OPAQUE,2019,04,17,2019-04-17,16:00,2019,04,17,2019-04-17,21:00,05:00:00
732,20190424T160000Z,20190424T210000Z,5m69esugpkhbva5a23egutgr6f@google.com,20190401T221842Z,20190401T221842Z,"Cultura Inglesa\, Av. Visc. de Albuquerque\, 205 - Madalena\, Reci",0,CONFIRMED,Monitoria CI,OPAQUE,2019,04,24,2019-04-24,16:00,2019,04,24,2019-04-24,21:00,05:00:00
733,20190410T160000Z,20190410T210000Z,c4pjeo9mcpim6b9l6gsmcb9k6ph3cb9pckrj4bb664o3goj6cgom6p3164@google.com,20190328T003408Z,20190401T221848Z,"Cultura Inglesa\, Av. Visc. de Albuquerque\, 205 - Madalena\, Reci",0,CONFIRMED,Monitoria CI,OPAQUE,2019,04,10,2019-04-10,16:00,2019,04,10,2019-04-10,21:00,05:00:00
734,20190423T160000Z,20190423T210000Z,6jt6cc7uh5kfu6gudvd3s0uops@google.com,20190401T221901Z,20190401T221901Z,"Cultura Inglesa\, Av. Visc. de Albuquerque\, 205 - Madalena\, Reci",0,CONFIRMED,Monitoria CI,OPAQUE,2019,04,23,2019-04-23,16:00,2019,04,23,2019-04-23,21:00,05:00:00
735,20190404T110000Z,20190404T183000Z,3k2p85od4n3e6k49a9rniedc4d@google.com,20190405T133625Z,20190405T133625Z,,0,CONFIRMED,Consultoria Visão Mundial,OPAQUE,2019,04,04,2019-04-04,11:00,2019,04,04,2019-04-04,18:30,07:00:30
736,20190405T123000Z,20190405T143000Z,corjecb464s64b9lcks34b9k6oo3gb9p6cs3ab9i6cpj4p1nclh3cd9h6o@google.com,20190311T231732Z,20190405T133635Z,"Center of Philosophy and Human Sciences\, Recife - Cidade Universi",0,CONFIRMED,Reunião PELD-TAMS Gov,OPAQUE,2019,04,05,2019-04-05,12:30,2019,04,05,2019-04-05,14:30,02:00:00
737,20190407T110000Z,20190407T140000Z,2rlmo88v7riso3cgrv3nif11e1@google.com,20190405T203113Z,20190405T203113Z,,0,CONFIRMED,VM - Metodologia RegLog,OPAQUE,2019,04,07,2019-04-07,11:00,2019,04,07,2019-04-07,14:00,03:00:00
738,20190408T103000Z,20190408T150000Z,1pv7g0hi3nm3viqlec76k20mhi@google.com,20190405T203224Z,20190405T203224Z,"Visão Mundial\, R. do Fogo\, 22 - Santo Antônio\, Recife - PE\, 50",0,CONFIRMED,Consultoria Visão Mundial,OPAQUE,2019,04,08,2019-04-08,10:30,2019,04,08,2019-04-08,15:00,04:59:30
739,20190407T021000Z,20190407T093500Z,7kukuqrfedlm2f9t9qov7g71onfu0i0l7u2u53pe29rd3q5urii291stannosfop5jeg,20190406T201757Z,20190406T201757Z,Recife REC,0,CONFIRMED,Voo para Lisboa (TP 12),TRANSPARENT,2019,04,07,2019-04-07,02:10,2019,04,07,2019-04-07,09:35,07:00:25
740,20190407T130500Z,20190407T145500Z,7kukuqrfedlm2f9tb1k45mjtj3t0mqabd8d48v0dajervdd4m95spk8ch7sl42n4gs4g,20190406T201757Z,20190406T201757Z,Lisboa LIS,0,CONFIRMED,Voo para Barcelona (TP 1042),TRANSPARENT,2019,04,07,2019-04-07,13:05,2019,04,07,2019-04-07,14:55,01:00:50
741,20190412T170000Z,20190412T190000Z,6g9c75ir5asr3t95ih12va18tk@google.com,20190405T202706Z,20190408T144224Z,"Porto Social\, Rua Marques Amorim\, 356 B - Ilha do Leite\, Recife",0,CONFIRMED,Reunião Observatório do Recife - OSAR,OPAQUE,2019,04,12,2019-04-12,17:00,2019,04,12,2019-04-12,19:00,02:00:00
742,20190411T110000Z,20190411T140000Z,74o32dpi6or3eb9p6spj6b9kccq3cbb165hj8b9ocko34dplc8s3acr3ck@google.com,20190409T203125Z,20190409T203126Z,,0,CONFIRMED,Reunião App Mobilidade ,OPAQUE,2019,04,11,2019-04-11,11:00,2019,04,11,2019-04-11,14:00,03:00:00
743,20190410T103000Z,20190410T123000Z,70p68p9m6oo3ab9ockqjeb9k6srj4bb1c4o3abb2cgq68oph6gqjid9h64@google.com,20190409T203127Z,20190409T203127Z,São Braz Ilha do Leite,0,CONFIRMED,Consultoria Visão Mundial ,OPAQUE,2019,04,10,2019-04-10,10:30,2019,04,10,2019-04-10,12:30,02:00:00
744,20190410T123000Z,20190410T144000Z,chi3coj364rj0b9m64oj8b9k6pgjibb168s30b9m6so68c356krj6e9i6o@google.com,20190409T203128Z,20190409T203128Z,,0,CONFIRMED,Edital OSAR / Artigo PIBIC,OPAQUE,2019,04,10,2019-04-10,12:30,2019,04,10,2019-04-10,14:40,02:00:10
745,20190413T110000Z,20190413T150000Z,6srmadpn75hmcb9nc9j3eb9kcoq3abb16di32b9ic5hj8c3368r66ohlck@google.com,20190412T092017Z,20190412T092017Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",0,CONFIRMED,Txt Canavieiras ,OPAQUE,2019,04,13,2019-04-13,11:00,2019,04,13,2019-04-13,15:00,04:00:00
746,20190415T123000Z,20190415T180000Z,6hi30o9gcdijib9n6ti64b9kc8omcbb16tj32bb46pij4oho64r3goj674@google.com,20190416T101026Z,20190416T101027Z,"The Plaza Business Center\, R. Gen. Joaquim Inácio\, 830 - Ilha do",0,CONFIRMED,Consultoria VM,OPAQUE,2019,04,15,2019-04-15,12:30,2019,04,15,2019-04-15,18:00,05:59:30
747,20190415T200000Z,20190415T220000Z,c4o3eo9k6hh38b9i6kp34b9k74rm8bb26cqjab9kc5gj8eb2c9i36p1k60@google.com,20190416T101137Z,20190416T101138Z,"Federal Institute of Pernambuco\, Av. Prof. Luís Freire\, 500 - Ci",0,CONFIRMED,Reunião OSAR IFPE,OPAQUE,2019,04,15,2019-04-15,20:00,2019,04,15,2019-04-15,22:00,02:00:00
748,20190416T200000Z,20190416T230000Z,6cqm6dr368o3ib9lc8o32b9k6os66bb170o3gbb5cks6ae9lcko6cd1g60@google.com,20190408T212140Z,20190416T101218Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",0,CONFIRMED,Debate CESAR sobre AI,OPAQUE,2019,04,16,2019-04-16,20:00,2019,04,16,2019-04-16,23:00,03:00:00
749,20190416T110000Z,20190416T153000Z,2snpk6ok8drcsh5qhqb0h04ffp@google.com,20190415T195550Z,20190416T120508Z,"Porto Social\, Rua Marques Amorim\, 356 B - Ilha do Leite\, Recife",0,CONFIRMED,Consultoria FUNDAJ,OPAQUE,2019,04,16,2019-04-16,11:00,2019,04,16,2019-04-16,15:30,04:00:30
750,20190416T180000Z,20190416T192500Z,7e0r5g93jgsmrd5bk6de5d4eo8@google.com,20190401T221818Z,20190416T230948Z,"Visão Mundial\, R. do Fogo\, 22 - Santo Antônio\, Recife - PE\, 50",2,CONFIRMED,Consultoria VM,OPAQUE,2019,04,16,2019-04-16,18:00,2019,04,16,2019-04-16,19:25,01:00:25
751,20190420T110000Z,20190420T143000Z,60qjior1cpim2b9h6ks3ab9k64r3eb9p68qm8bb175h3acpnccp30c35c4@google.com,20190416T231417Z,20190416T231417Z,"Coffee Shop São Braz\, R. Benfica\, 505 - Madalena\, Recife - PE\,",0,CONFIRMED,Consultoria Visão Mundial ,OPAQUE,2019,04,20,2019-04-20,11:00,2019,04,20,2019-04-20,14:30,03:00:30
752,20190417T183000Z,20190417T193000Z,6kqjidho69ijib9g6gs3ab9k6oomabb26di36bb6cpij0cr4c5i64chg70@google.com,20190417T000707Z,20190417T000708Z,"Porto Social\, Rua Marques Amorim\, 356 B - Ilha do Leite\, Recife",0,CONFIRMED,Atas Fundaj ,OPAQUE,2019,04,17,2019-04-17,18:30,2019,04,17,2019-04-17,19:30,01:00:00
753,20190417T110000Z,20190417T130000Z,c4q6aopgccojeb9lcdi6ab9k70p62b9o6cq34bb56lj3ed3664pjaohjcc@google.com,20190416T231037Z,20190418T135146Z,"Porto Social\, Rua Marques Amorim\, 356 B - Ilha do Leite\, Recife",0,CONFIRMED,Consultoria Visão Mundial,OPAQUE,2019,04,17,2019-04-17,11:00,2019,04,17,2019-04-17,13:00,02:00:00
754,20190418T110000Z,20190418T133000Z,75i32d9o74rm4b9m64oj6b9k6cq62bb2chhjib9p74p36p9m74om6e9i64@google.com,20190417T000706Z,20190418T135215Z,"Porto Social\, Rua Marques Amorim\, 356 B - Ilha do Leite\, Recife",2,CONFIRMED,Atas Fundaj ,OPAQUE,2019,04,18,2019-04-18,11:00,2019,04,18,2019-04-18,13:30,02:00:30
755,20190420T170000Z,20190420T200000Z,1jdcf0khvo92tabnvq0medh4j0@google.com,20190418T135256Z,20190418T135256Z,,0,CONFIRMED,Preparar Aula R Beatriz,OPAQUE,2019,04,20,2019-04-20,17:00,2019,04,20,2019-04-20,20:00,03:00:00
756,20190422T103000Z,20190422T160000Z,cdh6cchpcpi3ibb660r62b9kccrjib9pcgs3ebb3cks3ec1l75gm4oho6s@google.com,20190416T235902Z,20190420T130405Z,"The Plaza Business Center\, R. Gen. Joaquim Inácio\, 830 - Ilha do",1,CONFIRMED,Consultoria Visão Mundial ,OPAQUE,2019,04,22,2019-04-22,10:30,2019,04,22,2019-04-22,16:00,05:59:30
757,20190423T110000Z,20190423T150000Z,16q6j2artsmemsski1kprnv33v@google.com,20190420T130453Z,20190420T130454Z,"Porto Social\, Rua Marques Amorim\, 356 B - Ilha do Leite\, Recife",0,CONFIRMED,Consultoria Visão Mundial,OPAQUE,2019,04,23,2019-04-23,11:00,2019,04,23,2019-04-23,15:00,04:00:00
758,20190425T220000Z,20190426T000000Z,64o32o9h74pj8b9hc8p68b9kchj64bb271i3eb9lchhj6d9m75h6adpgck@google.com,20190424T103709Z,20190424T103709Z,"Apolo 235\, R. do Apolo\, 235 - Recife\, PE\, 50030-220\, Brazil",0,CONFIRMED,Meet-up Incubação Porto Digital ,OPAQUE,2019,04,25,2019-04-25,22:00,2019,04,26,2019-04-26,00:00,02:00:00
759,20190422T183000Z,20190422T203000Z,6cpmac1o68rj8b9j64o3eb9k6him4bb2chi3cb9p60o36d1p6cr6cor470@google.com,20190424T103809Z,20190424T103809Z,"Associação dos Empregados da Fundação Joaquim Nabuco\, R. Dois Irm",0,CONFIRMED,Aula R Beatriz ,OPAQUE,2019,04,22,2019-04-22,18:30,2019,04,22,2019-04-22,20:30,02:00:00
760,20190424T103000Z,20190424T143000Z,6dgj6d3365hm6b9o64rjab9kclhjabb170s3ebb360sj2cr2ccq3ac3468@google.com,20190424T182738Z,20190424T182738Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",0,CONFIRMED,Consultoria Visão Mundial ,OPAQUE,2019,04,24,2019-04-24,10:30,2019,04,24,2019-04-24,14:30,04:00:00
761,20190425T113000Z,20190425T153000Z,c8qm4e9ncdi38b9kcdh6cb9k6cq32bb2cosm8bb464o3ec9p6op6ao9p6g@google.com,20190425T154209Z,20190425T154210Z,"Porto Social\, Rua Marques Amorim\, 356 B - Ilha do Leite\, Recife",0,CONFIRMED,Consultoria VM,OPAQUE,2019,04,25,2019-04-25,11:30,2019,04,25,2019-04-25,15:30,04:00:00
762,20190426T110000Z,20190426T150000Z,70q64opm6lij4b9gckpjeb9k6hj3cbb1chi32b9o6lh66e9jccs64phk68@google.com,20190425T154424Z,20190425T154424Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",0,CONFIRMED,Consultoria VM,OPAQUE,2019,04,26,2019-04-26,11:00,2019,04,26,2019-04-26,15:00,04:00:00
763,20190426T163000Z,20190426T180000Z,75j64e1n70pj0bb1c4p3ib9kcksjgb9pcpi38b9j70o68ohoc5hmceb664@google.com,20190425T154425Z,20190425T155030Z,"Visão Mundial\, R. do Fogo\, 22 - Santo Antônio\, Recife - PE\, 50",0,CONFIRMED,Reunião Consultoria VM,OPAQUE,2019,04,26,2019-04-26,16:30,2019,04,26,2019-04-26,18:00,01:59:30
764,20190426T220000Z,20190427T010000Z,cko3go9o6lj36b9iccojib9kcdi32b9p6tij8bb4chi38cj46cpm8e32c8@google.com,20190425T155156Z,20190425T155156Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",0,CONFIRMED,Curso Python Cesar,OPAQUE,2019,04,26,2019-04-26,22:00,2019,04,27,2019-04-27,01:00,03:00:00
765,20190426T190000Z,20190426T220000Z,c5ij8d9pcdgm8b9m6ks6cb9k6crm4bb160qj8b9k6ks3iopl6pj68pj16s@google.com,20190425T155238Z,20190425T155239Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",0,CONFIRMED,Consultoria VM,OPAQUE,2019,04,26,2019-04-26,19:00,2019,04,26,2019-04-26,22:00,03:00:00
766,20190427T110000Z,20190427T200000Z,6spjaeb1cop32bb364qjab9kc5i3ab9o6dimab9nc4r6adb5ccqm2o9k64@google.com,20190425T155157Z,20190425T161050Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",0,CONFIRMED,Curso Python Cesar,OPAQUE,2019,04,27,2019-04-27,11:00,2019,04,27,2019-04-27,20:00,09:00:00
767,20190507T160000Z,20190507T210000Z,69hj2ohm60o66b9p71ijab9k64sj8bb268r38b9h6tj38e9i65ij2opjcc@google.com,20190427T182045Z,20190427T182045Z,"Cultura Inglesa\, Av. Visc. de Albuquerque\, 205 - Madalena\, Reci",0,CONFIRMED,Monitoria Cultura Inglesa ,OPAQUE,2019,05,07,2019-05-07,16:00,2019,05,07,2019-05-07,21:00,05:00:00
768,20190508T160000Z,20190508T210000Z,6pij4ohjccsjebb46cr3ib9k6gs34bb26ks64b9o6tj30dpi6dj68ohpco@google.com,20190427T182052Z,20190427T182052Z,"Cultura Inglesa\, Av. Visc. de Albuquerque\, 205 - Madalena\, Reci",0,CONFIRMED,Monitoria Cultura Inglesa ,OPAQUE,2019,05,08,2019-05-08,16:00,2019,05,08,2019-05-08,21:00,05:00:00
769,20190509T170000Z,20190509T200000Z,ckr3apj360qjeb9j6sr38b9k71hj6b9ocopjab9jclijacpp6lh32oj370@google.com,20190427T182137Z,20190427T182137Z,"Cultura Inglesa\, Av. Visc. de Albuquerque\, 205 - Madalena\, Reci",0,CONFIRMED,Aula Cultura Inglesa,OPAQUE,2019,05,09,2019-05-09,17:00,2019,05,09,2019-05-09,20:00,03:00:00
770,20190514T160000Z,20190514T210000Z,cgp68c316ph3ib9j70o36b9kc8o66bb1cksj0b9kclj3ie9l6tim2cpk6c@google.com,20190427T182138Z,20190427T182138Z,"Cultura Inglesa\, Av. Visc. de Albuquerque\, 205 - Madalena\, Reci",0,CONFIRMED,Monitoria Cultura Inglesa ,OPAQUE,2019,05,14,2019-05-14,16:00,2019,05,14,2019-05-14,21:00,05:00:00
771,20190515T160000Z,20190515T210000Z,ckrm6phm60s6abb46op62b9k64sm2b9o6pij4b9l6so32ohk6goj2cpk64@google.com,20190427T182139Z,20190427T182139Z,"Cultura Inglesa\, Av. Visc. de Albuquerque\, 205 - Madalena\, Reci",0,CONFIRMED,Monitoria Cultura Inglesa ,OPAQUE,2019,05,15,2019-05-15,16:00,2019,05,15,2019-05-15,21:00,05:00:00
772,20190516T170000Z,20190516T200000Z,6koj2opl6op3gb9p6pj30b9k6hj3gb9o68rjeb9g6gp3gd1n6ti3adhkcc@google.com,20190427T182140Z,20190427T182140Z,"Cultura Inglesa\, Av. Visc. de Albuquerque\, 205 - Madalena\, Reci",0,CONFIRMED,Aula Cultura Inglesa,OPAQUE,2019,05,16,2019-05-16,17:00,2019,05,16,2019-05-16,20:00,03:00:00
773,20190429T153000Z,20190429T183000Z,65hm8p1mc8pjgb9i6dhm8b9k65i6cbb1cgq66b9jchh6ccpi74q30c9nck@google.com,20190425T105431Z,20190429T214122Z,"The Plaza Business Center\, R. Gen. Joaquim Inácio\, 830 - Ilha do",1,CONFIRMED,Consultoria VM,OPAQUE,2019,04,29,2019-04-29,15:30,2019,04,29,2019-04-29,18:30,03:00:00
774,20190429T123000Z,20190429T140000Z,6iae7hkmg45efcf62fc3ikbfi7@google.com,20190418T135119Z,20190429T214124Z,"Porto Social\, Rua Marques Amorim\, 356 B - Ilha do Leite\, Recife",0,CONFIRMED,Reunião OSAR-Fabíola Pontes,OPAQUE,2019,04,29,2019-04-29,12:30,2019,04,29,2019-04-29,14:00,01:59:30
775,20190501T190000Z,20190501T210000Z,c5i6aohp6gq6abb3c5j38b9kckq30bb1copm8b9m71h62e9o6dgjcor560@google.com,20190429T215431Z,20190429T215431Z,,0,CONFIRMED,Consultoria VM,OPAQUE,2019,05,01,2019-05-01,19:00,2019,05,01,2019-05-01,21:00,02:00:00
776,20190507T090000Z,20190507T100000Z,6hgm4e1n74p62bb66so6cb9k70sj8bb2ckr30b9jckq3gcpgcpgjge346k@google.com,20190429T222108Z,20190429T230220Z,,0,CONFIRMED,Exercício,OPAQUE,2019,05,07,2019-05-07,09:00,2019,05,07,2019-05-07,10:00,01:00:00
777,20190518T110000Z,20190518T210000Z,c9i32c1gc4r34bb16gomcb9kchj3ib9p6tim4b9jcdi3ccb1c4rj6d1l6g@google.com,20190429T215237Z,20190429T230643Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",0,CONFIRMED,Aula ML,OPAQUE,2019,05,18,2019-05-18,11:00,2019,05,18,2019-05-18,21:00,10:00:00
778,20190517T220000Z,20190518T010000Z,ckq68pj3c4qjgb9l69hmcb9k6hgj6b9p65ij2bb56pijcp1j60q32dj174@google.com,20190429T215238Z,20190429T230718Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",0,CONFIRMED,Aula ML,OPAQUE,2019,05,17,2019-05-17,22:00,2019,05,18,2019-05-18,01:00,03:00:00
779,20190504T110000Z,20190504T210000Z,6srjgohg60r68bb56somab9k6cr3ab9pccq6abb66oojiphj74o3cp9j6g@google.com,20190429T215121Z,20190429T230752Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",0,CONFIRMED,Aula ML,OPAQUE,2019,05,04,2019-05-04,11:00,2019,05,04,2019-05-04,21:00,10:00:00
780,20190503T220000Z,20190504T010000Z,ckp68o9g69ij8bb3ckp66b9k6phmcb9ocli30bb3ccpm8d9p65gmce32cc@google.com,20190429T215120Z,20190429T230831Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",0,CONFIRMED,Aula ML,OPAQUE,2019,05,03,2019-05-03,22:00,2019,05,04,2019-05-04,01:00,03:00:00
781,20190509T210000Z,20190509T220000Z,c5gj6c9l6th66bb56pi38b9k70qm6b9o61h30bb56os3cdb1c4om6chicg@google.com,20190429T231014Z,20190429T231014Z,,0,CONFIRMED,Exercício ,OPAQUE,2019,05,09,2019-05-09,21:00,2019,05,09,2019-05-09,22:00,01:00:00
782,20190521T160000Z,20190521T210000Z,6ph30chhclh36b9j74qj2b9k64q30b9p60qm2bb36thj0ohk6pi36c1gc4@google.com,20190429T231505Z,20190429T231506Z,"Cultura Inglesa\, Av. Visc. de Albuquerque\, 205 - Madalena\, Reci",0,CONFIRMED,Monitoria Cultura Inglesa ,OPAQUE,2019,05,21,2019-05-21,16:00,2019,05,21,2019-05-21,21:00,05:00:00
783,20190522T160000Z,20190522T210000Z,cksjceb570om8bb36cs64b9kcgom6b9p6gqj6b9n6cq3geb5cdgm8c9l70@google.com,20190429T231507Z,20190429T231507Z,"Cultura Inglesa\, Av. Visc. de Albuquerque\, 205 - Madalena\, Reci",0,CONFIRMED,Monitoria Cultura Inglesa ,OPAQUE,2019,05,22,2019-05-22,16:00,2019,05,22,2019-05-22,21:00,05:00:00
784,20190528T160000Z,20190528T210000Z,6lgm8dr6cgs64b9i71h3cb9k6ssjgbb274pj2b9ic4r3ce1i6sr64c1o6s@google.com,20190429T231543Z,20190429T231544Z,"Cultura Inglesa\, Av. Visc. de Albuquerque\, 205 - Madalena\, Reci",0,CONFIRMED,Monitoria Cultura Inglesa ,OPAQUE,2019,05,28,2019-05-28,16:00,2019,05,28,2019-05-28,21:00,05:00:00
785,20190529T160000Z,20190529T210000Z,6cp30db4c5gjebb6cdi66b9k6oq64bb2ccqm4bb26kp64oj375im2ohi6k@google.com,20190429T231544Z,20190429T231545Z,"Cultura Inglesa\, Av. Visc. de Albuquerque\, 205 - Madalena\, Reci",0,CONFIRMED,Monitoria Cultura Inglesa ,OPAQUE,2019,05,29,2019-05-29,16:00,2019,05,29,2019-05-29,21:00,05:00:00
786,20190530T170000Z,20190530T200000Z,6pgjid1k6lj3ab9n6hgm2b9kckrj4b9p61i3cb9i69hjedb2ccp62chg68@google.com,20190429T231545Z,20190429T231546Z,"Cultura Inglesa\, Av. Visc. de Albuquerque\, 205 - Madalena\, Reci",0,CONFIRMED,Aula Cultura Inglesa,OPAQUE,2019,05,30,2019-05-30,17:00,2019,05,30,2019-05-30,20:00,03:00:00
787,20190601T110000Z,20190601T210000Z,75hj2opl64qm2b9k71j34b9kccojcb9p6gsj0bb660o66c9pc9h3coho6g@google.com,20190429T231547Z,20190429T231547Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",0,CONFIRMED,Aula ML,OPAQUE,2019,06,01,2019-06-01,11:00,2019,06,01,2019-06-01,21:00,10:00:00
788,20190531T220000Z,20190601T010000Z,c4o68opocphjab9icco62b9k6hh3gbb169gm8bb2cco3ip9kcko6ap3474@google.com,20190429T231624Z,20190429T231624Z,"CESAR School\, Avenida - Cais do Apolo\, 77 - Recife\, PE\, 50030-",0,CONFIRMED,Aula ML,OPAQUE,2019,05,31,2019-05-31,22:00,2019,06,01,2019-06-01,01:00,03:00:00
789,20190502T120000Z,20190502T190000Z,coo64o9gc8rj8bb46gq3gb9k6coj2b9pcgoj4b9n6gs3ap1kcop36p9kcc@google.com,20190427T101121Z,20190503T100649Z,"Porto Social\, Rua Marques Amorim\, 356 B - Ilha do Leite\, Recife",0,CONFIRMED,Reunião OSAR ,OPAQUE,2019,05,02,2019-05-02,12:00,2019,05,02,2019-05-02,19:00,07:00:00
790,20190502T193000Z,20190502T213000Z,69ijec32c4r30bb371imcb9k6krmcb9occqj6b9i6dhm8ohpcoq38c9j6o@google.com,20190503T123933Z,20190503T123934Z,,0,CONFIRMED,Consultoria VM,OPAQUE,2019,05,02,2019-05-02,19:30,2019,05,02,2019-05-02,21:30,02:00:00
791,20190503T110000Z,20190503T150000Z,6hh6ccppccq32b9o6koj0b9kcpijgb9o6hgjebb1chj3gopi68rm2cb368@google.com,20190503T144305Z,20190503T150620Z,,0,CONFIRMED,Consultoria VM ,OPAQUE,2019,05,03,2019-05-03,11:00,2019,05,03,2019-05-03,15:00,04:00:00
792,20190510T173000Z,20190510T203000Z,65gmaohgc8s6cb9g6kq3eb9k68s6ab9o70sm8bb374omcc9jc8qm8dj164@google.com,20190505T154445Z,20190505T154520Z,"Cultura Inglesa\, Av. Visc. de Albuquerque\, 205 - Madalena\, Reci",1,CONFIRMED,Prova Cultura Inglesa ,OPAQUE,2019,05,10,2019-05-10,17:30,2019,05,10,2019-05-10,20:30,03:00:00
793,20190507T120000Z,20190507T140000Z,cdgm8cb568rj2bb260omab9k6go36bb270qjeb9ncphm4opn69hjachh70@google.com,20190429T215654Z,20190506T131206Z,"Associação dos Empregados da Fundação Joaquim Nabuco\, R. Dois Irm",0,CONFIRMED,Reunião Projeto Canavieiras ,OPAQUE,2019,05,07,2019-05-07,12:00,2019,05,07,2019-05-07,14:00,02:00:00
794,20190508T120000Z,20190508T140000Z,0prjqb4pbn368enlk13qtchgrh@google.com,20190503T150811Z,20190506T161811Z,"Visão Mundial\, R. do Fogo\, 22 - Santo Antônio\, Recife - PE\, 50",1,CONFIRMED,Reunião Consultoria VM,OPAQUE,2019,05,08,2019-05-08,12:00,2019,05,08,2019-05-08,14:00,02:00:00
795,20190513T110000Z,20190513T130000Z,6co34cpg71i3eb9p74qj6b9k6op36b9oclgj4b9i6oq3coj5ccrm6ob56k@google.com,20190429T220428Z,20190506T202224Z,"Porto Social\, Rua Marques Amorim\, 356 B - Ilha do Leite\, Recife",0,CONFIRMED,Mestrado ,OPAQUE,2019,05,13,2019-05-13,11:00,2019,05,13,2019-05-13,13:00,02:00:00
796,20190506T190000Z,20190506T203000Z,6grm6c1i6orm4b9j64sjab9kchi3ibb1c9gm2bb4c4r3ec31c8sm4cpl6g@google.com,20190429T220654Z,20190506T233234Z,"The Plaza Business Center - Rua General Joaquim Inácio\, Ilha do L",2,CONFIRMED,Estudar ML,OPAQUE,2019,05,06,2019-05-06,19:00,2019,05,06,2019-05-06,20:30,01:00:30
